ZIP_CODE,INSPECTION_TYPE,RESULT,INSPECTION_DATE
11216.0,Initial,Rat Activity,11/24/2020 01:09:00 PM
11237.0,Compliance,Rat Activity,09/29/2020 11:01:21 AM
11102.0,Initial,Passed,07/28/2020 08:00:00 AM
10011.0,BAIT,Bait applied,11/17/2020 10:40:55 AM
10003.0,BAIT,Bait applied,01/02/2020 12:15:06 PM
11221.0,Initial,Rat Activity,08/11/2020 10:00:16 AM
10308.0,Initial,Passed,09/09/2020 12:00:51 PM
11203.0,Initial,Passed,01/07/2020 02:48:08 PM
11221.0,BAIT,Bait applied,01/31/2020 10:35:15 AM
10467.0,BAIT,Bait applied,02/28/2020 09:40:43 AM
10456.0,Initial,Rat Activity,03/11/2020 11:46:00 AM
11211.0,Initial,Failed for Other R,02/19/2020 01:47:52 PM
10034.0,BAIT,Bait applied,01/31/2020 09:45:01 AM
10033.0,Initial,Rat Activity,12/21/2020 12:25:36 PM
11205.0,Compliance,Rat Activity,09/15/2020 11:33:25 AM
11372.0,Initial,Rat Activity,09/18/2020 12:00:00 PM
11221.0,Initial,Passed,07/28/2020 11:08:17 AM
11203.0,Initial,Passed,06/26/2020 10:10:11 AM
10466.0,Initial,Failed for Other R,11/09/2020 01:10:00 PM
10026.0,Initial,Rat Activity,09/09/2020 12:10:39 PM
10024.0,BAIT,Bait applied,03/05/2020 12:41:00 PM
11224.0,Initial,Rat Activity,07/09/2020 12:02:59 PM
11237.0,Initial,Passed,07/27/2020 11:33:19 AM
11373.0,Initial,Passed,11/12/2020 10:45:33 AM
10463.0,Initial,Passed,09/18/2020 11:15:00 AM
10305.0,Compliance,Failed for Other R,09/14/2020 11:55:54 AM
10012.0,BAIT,Monitoring visit,02/18/2020 09:45:00 AM
11373.0,Initial,Passed,02/04/2020 03:45:00 PM
11237.0,Initial,Rat Activity,06/25/2020 11:04:09 AM
10025.0,BAIT,Bait applied,12/30/2020 09:00:36 AM
10039.0,Initial,Rat Activity,02/24/2020 01:30:03 PM
11230.0,Initial,Passed,02/19/2020 11:40:49 AM
10473.0,Initial,Failed for Other R,05/19/2020 11:59:40 AM
10458.0,BAIT,Monitoring visit,02/28/2020 10:00:00 AM
11233.0,Initial,Passed,01/03/2020 03:00:44 PM
10458.0,BAIT,Monitoring visit,02/18/2020 09:30:23 AM
10033.0,BAIT,Bait applied,01/21/2020 01:41:04 PM
11216.0,Initial,Passed,12/16/2020 12:14:00 PM
10003.0,BAIT,Bait applied,02/25/2020 10:45:35 AM
10456.0,Compliance,Rat Activity,12/28/2020 12:03:11 PM
10026.0,Initial,Rat Activity,10/20/2020 12:30:49 PM
11238.0,Initial,Rat Activity,03/10/2020 03:00:22 PM
11412.0,Initial,Failed for Other R,02/03/2020 04:05:53 PM
10303.0,Initial,Failed for Other R,01/02/2020 12:50:58 PM
10314.0,Initial,Failed for Other R,03/03/2020 01:35:00 PM
10027.0,Initial,Passed,02/11/2020 10:20:38 AM
10033.0,Initial,Passed,12/28/2020 08:37:00 AM
10462.0,Initial,Passed,09/29/2020 09:13:14 AM
10029.0,Initial,Passed,03/12/2020 10:10:19 AM
10473.0,Initial,Passed,07/06/2020 08:39:20 AM
11207.0,Initial,Failed for Other R,10/27/2020 11:20:35 AM
10032.0,Initial,Rat Activity,11/20/2020 12:30:37 PM
11238.0,Initial,Failed for Other R,11/24/2020 10:20:45 AM
11216.0,Compliance,Rat Activity,12/23/2020 11:15:43 AM
10075.0,Initial,Passed,03/09/2020 04:22:38 PM
11211.0,Initial,Passed,12/21/2020 08:00:00 AM
10028.0,Initial,Passed,06/24/2020 10:55:40 AM
11358.0,Initial,Passed,07/13/2020 09:39:20 AM
10460.0,BAIT,Monitoring visit,07/07/2020 12:00:42 PM
11207.0,Initial,Passed,01/06/2020 03:29:47 PM
11222.0,Initial,Passed,02/25/2020 08:00:25 AM
11102.0,Compliance,Passed,01/06/2020 11:25:04 AM
10456.0,Initial,Passed,03/02/2020 03:01:00 PM
11209.0,Initial,Passed,09/29/2020 08:45:13 AM
10014.0,Initial,Rat Activity,06/03/2020 09:45:00 AM
10003.0,Initial,Passed,07/17/2020 09:36:38 AM
10453.0,Initial,Rat Activity,11/12/2020 08:07:43 AM
11221.0,Initial,Rat Activity,06/05/2020 10:00:00 AM
11104.0,BAIT,Monitoring visit,02/15/2020 12:45:51 PM
10025.0,Initial,Passed,09/01/2020 08:08:19 AM
10035.0,Initial,Rat Activity,01/17/2020 10:23:00 AM
11216.0,BAIT,Bait applied,09/01/2020 02:45:37 PM
10023.0,Initial,Rat Activity,08/20/2020 10:05:56 AM
10027.0,Initial,Passed,08/13/2020 10:10:07 AM
11205.0,Compliance,Passed,12/09/2020 09:25:18 AM
10011.0,Initial,Passed,01/30/2020 10:40:00 AM
10468.0,Initial,Passed,02/27/2020 02:50:53 PM
10029.0,Compliance,Passed,01/07/2020 02:15:27 PM
11106.0,Initial,Rat Activity,09/14/2020 11:15:00 AM
11238.0,Initial,Passed,06/01/2020 01:38:00 PM
11221.0,BAIT,Bait applied,03/10/2020 09:03:00 AM
11226.0,Initial,Passed,02/11/2020 01:05:28 PM
10038.0,BAIT,Bait applied,01/03/2020 10:28:48 AM
10456.0,Initial,Rat Activity,09/09/2020 08:33:48 AM
11216.0,Compliance,Rat Activity,10/21/2020 09:30:29 AM
10024.0,BAIT,Bait applied,03/03/2020 11:09:31 AM
10065.0,Initial,Passed,06/09/2020 08:00:44 AM
10030.0,Compliance,Rat Activity,12/30/2020 11:30:50 AM
11225.0,Initial,Passed,08/12/2020 09:30:47 AM
10033.0,Initial,Failed for Other R,05/19/2020 09:30:00 AM
10065.0,Compliance,Passed,12/03/2020 11:42:49 AM
10075.0,Initial,Rat Activity,09/15/2020 11:00:57 AM
11207.0,Compliance,Passed,11/02/2020 12:14:00 PM
10031.0,Initial,Passed,01/28/2020 03:58:00 PM
11223.0,Compliance,Passed,02/20/2020 02:55:12 PM
11101.0,BAIT,Bait applied,02/26/2020 11:25:47 AM
10009.0,Initial,Passed,01/03/2020 12:03:12 PM
10035.0,Compliance,Rat Activity,02/09/2020 04:15:18 PM
10462.0,Initial,Passed,01/27/2020 12:35:49 PM
11216.0,BAIT,Bait applied,01/03/2020 10:59:56 AM
11221.0,Compliance,Passed,01/03/2020 10:25:55 AM
10456.0,Compliance,Rat Activity,09/08/2020 09:38:32 AM
10458.0,Initial,Failed for Other R,03/13/2020 03:03:49 PM
10003.0,Initial,Passed,01/02/2020 12:30:57 PM
10028.0,Initial,Rat Activity,03/05/2020 12:35:00 PM
10309.0,Initial,Failed for Other R,12/21/2020 09:00:42 AM
11215.0,Initial,Rat Activity,03/10/2020 08:50:10 AM
11221.0,BAIT,Monitoring visit,10/20/2020 11:45:49 AM
10026.0,Compliance,Rat Activity,11/20/2020 09:55:10 AM
10003.0,Initial,Passed,07/14/2020 01:15:15 PM
10459.0,Initial,Passed,03/09/2020 12:35:00 PM
10310.0,Compliance,Failed for Other R,03/04/2020 11:20:08 AM
11233.0,BAIT,Bait applied,12/01/2020 09:45:00 AM
11237.0,BAIT,Bait applied,01/06/2020 10:05:24 AM
11213.0,Initial,Rat Activity,06/27/2020 11:47:38 AM
10460.0,Compliance,Passed,10/13/2020 12:33:35 PM
10027.0,BAIT,Bait applied,02/05/2020 12:05:48 PM
10314.0,Initial,Failed for Other R,12/29/2020 10:20:53 AM
11237.0,BAIT,Bait applied,01/03/2020 11:30:17 AM
10025.0,Initial,Passed,01/28/2020 11:00:00 AM
10457.0,BAIT,Monitoring visit,02/04/2020 12:30:00 PM
11385.0,Initial,Rat Activity,07/30/2020 09:00:08 AM
10459.0,Initial,Passed,10/27/2020 12:37:00 PM
11216.0,BAIT,Bait applied,02/27/2020 12:22:00 PM
11210.0,Initial,Failed for Other R,10/14/2020 11:42:00 AM
10456.0,Compliance,Passed,10/27/2020 01:25:28 PM
11237.0,BAIT,Bait applied,02/18/2020 01:30:00 AM
10459.0,BAIT,Bait applied,01/06/2020 08:55:50 AM
10027.0,BAIT,Bait applied,03/10/2020 11:35:13 AM
11238.0,Initial,Rat Activity,06/09/2020 09:25:08 AM
11216.0,Initial,Failed for Other R,01/06/2020 03:10:28 PM
10031.0,Initial,Failed for Other R,10/02/2020 11:35:02 AM
10461.0,BAIT,Bait applied,07/14/2020 12:45:00 PM
10011.0,BAIT,Monitoring visit,02/13/2020 11:00:33 AM
10030.0,Initial,Rat Activity,12/10/2020 02:05:04 PM
11217.0,Initial,Rat Activity,12/30/2020 08:00:30 AM
10452.0,BAIT,Bait applied,01/02/2020 10:00:30 AM
11237.0,BAIT,Bait applied,07/21/2020 11:30:00 AM
11372.0,BAIT,Bait applied,01/21/2020 10:35:00 AM
10021.0,Initial,Passed,01/03/2020 02:46:06 PM
10454.0,Initial,Passed,01/08/2020 02:11:37 PM
10307.0,Initial,Passed,12/29/2020 12:30:10 PM
10462.0,Initial,Passed,12/03/2020 10:40:25 AM
10003.0,BAIT,Bait applied,02/04/2020 10:40:00 AM
11213.0,Initial,Rat Activity,10/29/2020 09:54:18 AM
11238.0,BAIT,Bait applied,12/28/2020 09:25:00 AM
10014.0,Compliance,Passed,08/25/2020 08:54:28 AM
11238.0,Initial,Rat Activity,12/02/2020 11:09:55 AM
11420.0,Initial,Rat Activity,08/27/2020 08:30:00 AM
11219.0,Initial,Passed,08/19/2020 08:30:53 AM
10036.0,Initial,Passed,09/21/2020 08:20:42 AM
10024.0,Initial,Failed for Other R,02/04/2020 03:10:29 PM
10014.0,Initial,Rat Activity,10/07/2020 11:55:54 AM
10301.0,Compliance,Failed for Other R,10/20/2020 10:35:00 AM
10009.0,BAIT,Bait applied,12/03/2020 08:56:14 AM
10021.0,Initial,Rat Activity,06/02/2020 09:00:17 AM
11102.0,Initial,Passed,09/29/2020 09:25:00 AM
10128.0,Initial,Passed,12/07/2020 10:55:49 AM
11420.0,Initial,Passed,03/06/2020 01:20:00 PM
10026.0,BAIT,Bait applied,01/31/2020 12:15:00 PM
10458.0,Initial,Rat Activity,03/12/2020 10:50:00 AM
10454.0,Initial,Passed,01/06/2020 02:43:44 PM
10038.0,Initial,Passed,07/01/2020 10:05:11 AM
11230.0,Initial,Passed,01/02/2020 01:05:40 PM
11230.0,Initial,Passed,01/02/2020 12:05:42 PM
11434.0,Initial,Passed,08/25/2020 09:15:00 AM
10462.0,Initial,Passed,06/05/2020 07:00:16 AM
10025.0,Initial,Rat Activity,03/06/2020 10:51:30 AM
11233.0,BAIT,Bait applied,02/28/2020 11:11:10 AM
10024.0,Initial,Passed,03/12/2020 09:39:02 AM
10454.0,Initial,Passed,01/03/2020 04:25:49 PM
11436.0,Initial,Passed,09/29/2020 08:30:00 AM
11235.0,Initial,Failed for Other R,08/10/2020 11:11:24 AM
10456.0,BAIT,Bait applied,01/02/2020 10:25:33 AM
11220.0,Initial,Passed,03/10/2020 11:10:10 AM
11372.0,Initial,Rat Activity,01/03/2020 11:55:36 AM
10468.0,Compliance,Rat Activity,01/31/2020 01:48:00 PM
11372.0,BAIT,Bait applied,03/03/2020 11:45:44 AM
11368.0,Initial,Passed,12/11/2020 08:30:30 AM
11216.0,Initial,Passed,10/27/2020 02:40:00 PM
10024.0,Initial,Rat Activity,09/29/2020 11:50:00 AM
10306.0,Initial,Failed for Other R,08/24/2020 09:50:40 AM
10016.0,Compliance,Rat Activity,01/30/2020 03:00:09 PM
11225.0,Initial,Rat Activity,02/05/2020 04:11:31 PM
11237.0,BAIT,Bait applied,08/12/2020 02:58:47 PM
11209.0,Initial,Failed for Other R,07/20/2020 09:20:45 AM
11233.0,Initial,Passed,09/15/2020 10:00:15 AM
10301.0,Initial,Rat Activity,06/15/2020 10:35:11 AM
10457.0,Initial,Rat Activity,08/26/2020 07:13:51 AM
10075.0,Compliance,Rat Activity,12/24/2020 11:40:34 AM
11226.0,Initial,Passed,03/06/2020 10:45:00 AM
11214.0,Initial,Passed,07/15/2020 09:20:02 AM
10459.0,Initial,Failed for Other R,09/02/2020 08:55:42 AM
10032.0,BAIT,Bait applied,02/27/2020 09:45:43 AM
11234.0,Initial,Passed,07/17/2020 10:58:11 AM
10466.0,Initial,Passed,09/23/2020 08:12:24 AM
10310.0,Initial,Failed for Other R,02/24/2020 01:40:00 PM
11238.0,Initial,Rat Activity,01/30/2020 03:16:40 PM
10075.0,Initial,Passed,01/30/2020 04:15:44 PM
10039.0,Initial,Passed,10/06/2020 11:25:20 AM
10009.0,Initial,Passed,01/03/2020 11:27:56 AM
11233.0,BAIT,Bait applied,02/12/2020 09:55:47 AM
10012.0,BAIT,Bait applied,03/03/2020 01:00:33 PM
10026.0,Initial,Rat Activity,10/06/2020 10:55:00 AM
10452.0,BAIT,Bait applied,10/06/2020 08:30:00 AM
10473.0,Initial,Passed,05/19/2020 12:42:40 PM
11207.0,Initial,Failed for Other R,01/29/2020 12:30:00 PM
11104.0,Initial,Rat Activity,01/02/2020 12:55:58 PM
10029.0,Initial,Failed for Other R,01/28/2020 02:05:48 PM
10468.0,BAIT,Bait applied,02/28/2020 10:40:50 AM
10004.0,Initial,Rat Activity,02/05/2020 12:52:00 PM
10470.0,Initial,Rat Activity,08/24/2020 09:10:19 AM
11215.0,BAIT,Bait applied,03/03/2020 02:10:00 PM
10468.0,Initial,Passed,07/17/2020 07:05:54 AM
10128.0,Initial,Passed,06/02/2020 10:00:17 AM
11419.0,Initial,Failed for Other R,01/06/2020 10:40:16 AM
10456.0,Initial,Passed,11/19/2020 12:38:29 PM
10457.0,Initial,Rat Activity,02/21/2020 11:14:23 AM
10310.0,Initial,Passed,01/02/2020 11:10:26 AM
10468.0,Initial,Failed for Other R,05/19/2020 07:20:43 AM
11207.0,Initial,Rat Activity,02/10/2020 01:14:56 PM
11238.0,Initial,Rat Activity,11/24/2020 10:45:45 AM
10456.0,Initial,Passed,09/11/2020 08:00:09 AM
10460.0,Compliance,Rat Activity,02/25/2020 10:45:00 AM
10003.0,Initial,Passed,01/02/2020 10:54:01 AM
10456.0,BAIT,Bait applied,11/16/2020 08:45:23 AM
11222.0,Initial,Rat Activity,01/16/2020 02:33:05 PM
10471.0,Initial,Passed,07/15/2020 10:47:22 AM
11231.0,Initial,Failed for Other R,12/07/2020 10:35:58 AM
11436.0,Initial,Passed,08/21/2020 10:25:00 AM
10468.0,Compliance,Rat Activity,12/03/2020 08:00:04 AM
11216.0,Initial,Rat Activity,01/28/2020 12:10:35 PM
11106.0,Compliance,Passed,12/24/2020 09:35:00 AM
10033.0,Compliance,Failed for Other R,02/06/2020 02:55:04 PM
10452.0,Initial,Passed,06/23/2020 06:00:00 AM
11377.0,Compliance,Passed,11/05/2020 08:00:33 AM
11354.0,Initial,Rat Activity,01/07/2020 10:50:35 AM
10001.0,Initial,Passed,09/15/2020 09:50:00 AM
11221.0,BAIT,Monitoring visit,07/20/2020 09:00:00 AM
10009.0,Initial,Rat Activity,09/22/2020 08:29:00 AM
10458.0,Initial,Passed,07/17/2020 08:25:51 AM
11206.0,Initial,Rat Activity,07/01/2020 10:00:13 AM
11207.0,Compliance,Rat Activity,01/30/2020 11:30:00 AM
10453.0,Initial,Failed for Other R,09/18/2020 08:10:40 AM
10038.0,Initial,Passed,07/08/2020 12:12:34 PM
10025.0,Initial,Rat Activity,08/25/2020 09:05:38 AM
11216.0,Initial,Rat Activity,06/09/2020 09:48:22 AM
11221.0,Initial,Rat Activity,08/03/2020 09:30:49 AM
11238.0,Initial,Passed,07/29/2020 10:33:57 AM
10035.0,BAIT,Bait applied,07/06/2020 11:55:00 AM
10466.0,BAIT,Bait applied,12/23/2020 07:30:16 AM
10011.0,Initial,Passed,09/11/2020 11:35:00 AM
10472.0,BAIT,Bait applied,03/05/2020 10:30:15 AM
10455.0,Initial,Rat Activity,01/06/2020 10:30:07 AM
10025.0,Initial,Rat Activity,11/24/2020 11:45:40 AM
11203.0,Initial,Rat Activity,02/05/2020 10:00:00 AM
10035.0,BAIT,Bait applied,02/05/2020 12:40:00 PM
10034.0,Compliance,Failed for Other R,09/30/2020 08:24:10 AM
10027.0,Compliance,Passed,01/02/2020 01:00:02 PM
10031.0,BAIT,Bait applied,01/07/2020 11:10:47 AM
10030.0,Compliance,Passed,10/02/2020 10:00:00 AM
11206.0,BAIT,Bait applied,07/24/2020 08:48:00 AM
11433.0,Compliance,Passed,02/07/2020 03:30:43 PM
11201.0,Initial,Passed,01/23/2020 08:39:25 AM
10128.0,BAIT,Bait applied,10/15/2020 10:20:37 AM
10025.0,Initial,Rat Activity,06/29/2020 11:20:50 AM
11203.0,Initial,Passed,01/28/2020 02:35:00 PM
10003.0,Compliance,Rat Activity,02/21/2020 12:45:37 PM
10457.0,BAIT,Bait applied,02/25/2020 12:09:00 PM
11238.0,Initial,Rat Activity,05/13/2020 12:30:59 PM
10470.0,BAIT,Bait applied,02/18/2020 12:05:29 PM
10026.0,Compliance,Rat Activity,12/16/2020 01:05:47 PM
11101.0,Initial,Rat Activity,01/27/2020 03:00:00 PM
10451.0,Initial,Failed for Other R,01/27/2020 01:05:00 PM
11213.0,Initial,Passed,05/20/2020 12:15:49 PM
11216.0,Initial,Passed,10/16/2020 11:15:00 AM
11216.0,BAIT,Monitoring visit,11/19/2020 09:30:46 AM
10314.0,Initial,Passed,02/19/2020 11:45:00 AM
11216.0,Initial,Rat Activity,06/05/2020 09:37:31 AM
11208.0,Initial,Passed,07/06/2020 09:00:09 AM
11385.0,BAIT,Monitoring visit,07/09/2020 10:50:19 AM
11237.0,BAIT,Bait applied,02/18/2020 10:50:00 AM
10028.0,Initial,Failed for Other R,01/17/2020 03:40:00 PM
10474.0,Initial,Passed,03/06/2020 03:50:52 PM
10457.0,Compliance,Passed,02/11/2020 11:39:10 AM
11205.0,Compliance,Rat Activity,01/06/2020 12:03:16 PM
10466.0,Initial,Failed for Other R,08/21/2020 10:05:31 AM
11237.0,BAIT,Bait applied,01/24/2020 01:20:52 PM
10025.0,Initial,Rat Activity,06/26/2020 12:30:27 PM
11238.0,Compliance,Passed,01/07/2020 01:16:58 PM
10039.0,BAIT,Bait applied,10/15/2020 08:51:07 AM
10301.0,Initial,Failed for Other R,08/07/2020 09:15:46 AM
10314.0,Initial,Passed,02/14/2020 10:15:39 AM
11226.0,BAIT,Bait applied,09/03/2020 10:35:47 AM
10035.0,Initial,Rat Activity,12/03/2020 01:46:38 PM
10038.0,Initial,Rat Activity,11/06/2020 10:10:00 AM
10454.0,Initial,Passed,01/03/2020 12:40:57 PM
10011.0,Compliance,Rat Activity,10/19/2020 11:15:22 AM
11105.0,Compliance,Passed,01/22/2020 12:10:59 PM
11209.0,Initial,Passed,07/28/2020 10:43:01 AM
11208.0,Initial,Passed,08/25/2020 10:50:56 AM
10456.0,BAIT,Bait applied,01/02/2020 11:10:38 AM
11216.0,Initial,Passed,12/24/2020 11:02:26 AM
10014.0,BAIT,Bait applied,03/02/2020 12:20:04 PM
10314.0,Initial,Passed,11/27/2020 10:55:43 AM
10310.0,Initial,Passed,02/27/2020 11:35:11 AM
10309.0,Initial,Passed,12/29/2020 11:35:09 AM
10012.0,Initial,Rat Activity,01/06/2020 10:40:04 AM
10310.0,Initial,Passed,01/02/2020 11:35:43 AM
11432.0,Initial,Failed for Other R,12/03/2020 08:30:00 AM
10454.0,Initial,Passed,01/08/2020 11:01:10 AM
10019.0,Compliance,Rat Activity,09/21/2020 07:50:00 AM
10003.0,Initial,Passed,01/02/2020 11:54:21 AM
10455.0,Initial,Rat Activity,08/25/2020 10:10:00 AM
10033.0,Initial,Failed for Other R,06/01/2020 09:42:39 AM
10040.0,Initial,Failed for Other R,08/10/2020 09:35:00 AM
10003.0,Initial,Passed,11/25/2020 11:48:16 AM
11206.0,Initial,Passed,02/05/2020 10:34:02 AM
11217.0,Initial,Failed for Other R,02/26/2020 03:30:55 PM
10035.0,Initial,Rat Activity,08/21/2020 10:35:15 AM
10460.0,Initial,Passed,07/28/2020 08:09:25 AM
11201.0,Initial,Passed,12/04/2020 12:30:00 PM
11433.0,Initial,Failed for Other R,08/25/2020 11:15:00 AM
10032.0,Compliance,Passed,01/02/2020 03:47:05 PM
11372.0,Compliance,Rat Activity,12/30/2020 09:34:39 AM
10028.0,Initial,Rat Activity,06/10/2020 09:40:00 AM
10029.0,BAIT,Bait applied,02/23/2020 02:23:23 PM
10040.0,Compliance,Rat Activity,10/27/2020 01:43:00 PM
10025.0,Initial,Rat Activity,12/23/2020 10:35:56 AM
11373.0,Initial,Passed,08/19/2020 10:35:00 AM
11233.0,Initial,Passed,01/03/2020 11:50:59 AM
11218.0,Initial,Passed,07/15/2020 10:10:56 AM
10468.0,Initial,Failed for Other R,09/11/2020 02:00:00 PM
11221.0,Compliance,Passed,09/14/2020 10:00:00 AM
10032.0,Initial,Rat Activity,06/09/2020 08:59:17 AM
11207.0,Initial,Failed for Other R,07/10/2020 10:15:17 AM
11373.0,Initial,Passed,08/19/2020 10:00:18 AM
10452.0,Initial,Rat Activity,09/09/2020 09:10:00 AM
10472.0,BAIT,Bait applied,02/06/2020 10:00:28 AM
10309.0,Initial,Failed for Other R,07/31/2020 11:20:26 AM
11214.0,Initial,Passed,08/24/2020 09:30:26 AM
10306.0,Initial,Passed,02/12/2020 11:20:00 AM
10452.0,BAIT,Bait applied,06/26/2020 09:14:00 AM
10023.0,Initial,Passed,01/28/2020 03:13:25 PM
10027.0,BAIT,Bait applied,03/04/2020 10:55:00 AM
11221.0,Compliance,Rat Activity,01/02/2020 12:45:39 PM
10002.0,BAIT,Monitoring visit,03/03/2020 11:28:15 AM
10457.0,Initial,Passed,09/03/2020 10:56:19 AM
11211.0,BAIT,Bait applied,01/27/2020 10:05:51 AM
11237.0,BAIT,Bait applied,01/29/2020 10:20:08 AM
11206.0,Compliance,Rat Activity,01/28/2020 08:34:00 AM
10032.0,Initial,Rat Activity,01/06/2020 02:20:12 PM
11422.0,Initial,Failed for Other R,09/28/2020 10:49:18 AM
10452.0,Initial,Passed,06/02/2020 07:25:21 AM
11373.0,Initial,Rat Activity,08/24/2020 11:50:36 AM
10011.0,Compliance,Rat Activity,10/19/2020 09:30:46 AM
10021.0,Initial,Passed,01/03/2020 11:12:02 AM
10035.0,Initial,Rat Activity,07/10/2020 10:12:01 AM
11354.0,Initial,Rat Activity,06/30/2020 08:15:04 AM
11201.0,Initial,Rat Activity,12/04/2020 12:10:00 PM
11435.0,Initial,Passed,03/13/2020 01:50:51 PM
10001.0,Initial,Rat Activity,09/09/2020 08:25:00 AM
11218.0,BAIT,Bait applied,02/11/2020 01:45:07 PM
11249.0,Initial,Passed,03/09/2020 09:48:40 AM
10310.0,Initial,Passed,12/10/2020 09:25:46 AM
10033.0,Initial,Passed,07/30/2020 11:10:01 AM
10012.0,Initial,Rat Activity,06/25/2020 10:20:12 AM
10021.0,Initial,Passed,01/03/2020 10:12:02 AM
10003.0,Initial,Passed,01/06/2020 01:58:50 PM
10310.0,Initial,Passed,02/28/2020 01:40:49 PM
10028.0,Compliance,Rat Activity,01/07/2020 04:15:20 PM
11433.0,Initial,Failed for Other R,10/05/2020 10:25:00 AM
11221.0,Initial,Rat Activity,06/16/2020 08:00:50 AM
10468.0,Initial,Passed,05/13/2020 07:35:12 AM
11368.0,Compliance,Failed for Other R,02/26/2020 03:30:18 PM
11373.0,Compliance,Passed,11/05/2020 10:25:33 AM
11221.0,BAIT,Bait applied,02/19/2020 12:53:26 PM
10462.0,Compliance,Passed,09/21/2020 07:55:00 AM
10009.0,Initial,Passed,01/03/2020 02:00:48 PM
10027.0,Initial,Failed for Other R,01/31/2020 10:00:29 AM
10128.0,Compliance,Rat Activity,01/06/2020 12:55:55 PM
10468.0,Compliance,Rat Activity,10/05/2020 08:35:00 AM
11412.0,Initial,Passed,11/12/2020 11:20:00 AM
10455.0,Initial,Rat Activity,08/05/2020 08:42:21 AM
11213.0,Initial,Passed,11/05/2020 11:45:10 AM
10455.0,Initial,Passed,01/08/2020 09:34:39 AM
11368.0,BAIT,Bait applied,10/22/2020 11:00:30 AM
10009.0,Initial,Rat Activity,09/29/2020 09:19:58 AM
10025.0,Initial,Passed,12/03/2020 08:00:06 AM
10453.0,Initial,Passed,05/20/2020 11:22:23 AM
10472.0,Initial,Passed,05/18/2020 03:58:28 PM
11413.0,Compliance,Failed for Other R,01/30/2020 02:30:14 PM
10128.0,BAIT,Monitoring visit,11/23/2020 07:25:52 AM
11207.0,Initial,Rat Activity,01/03/2020 03:20:27 PM
10009.0,BAIT,Bait applied,01/27/2020 07:55:00 AM
11230.0,Initial,Passed,12/02/2020 12:00:07 PM
10027.0,Initial,Failed for Other R,02/26/2020 10:37:44 AM
10012.0,Compliance,Rat Activity,01/27/2020 03:10:00 PM
10018.0,BAIT,Bait applied,02/18/2020 09:43:50 AM
10463.0,Initial,Rat Activity,11/06/2020 10:35:00 AM
10003.0,Initial,Passed,01/03/2020 01:25:43 PM
10021.0,Initial,Passed,01/03/2020 10:40:04 AM
11233.0,BAIT,Bait applied,02/21/2020 10:30:00 AM
10314.0,Initial,Passed,12/04/2020 10:20:00 AM
10306.0,Initial,Passed,02/07/2020 10:15:30 AM
11223.0,Initial,Failed for Other R,01/02/2020 10:30:05 AM
10467.0,Initial,Failed for Other R,08/24/2020 11:50:05 AM
10025.0,Initial,Rat Activity,01/27/2020 03:35:00 PM
10026.0,Initial,Passed,11/25/2020 11:46:21 AM
11385.0,BAIT,Bait applied,02/24/2020 11:50:00 AM
11214.0,Initial,Passed,07/15/2020 11:48:02 AM
11206.0,BAIT,Bait applied,02/14/2020 01:10:58 PM
10011.0,BAIT,Bait applied,12/22/2020 09:31:40 AM
11238.0,Initial,Rat Activity,06/24/2020 10:35:30 AM
10030.0,BAIT,Bait applied,02/19/2020 11:15:08 AM
11237.0,Initial,Rat Activity,01/02/2020 12:44:40 PM
11225.0,Initial,Rat Activity,11/17/2020 11:56:32 AM
11238.0,Initial,Rat Activity,05/13/2020 03:45:00 PM
11217.0,Initial,Rat Activity,06/17/2020 09:45:34 AM
10028.0,Initial,Passed,08/27/2020 08:00:10 AM
11221.0,BAIT,Bait applied,09/21/2020 03:16:52 AM
11377.0,Initial,Passed,03/02/2020 01:10:00 PM
10312.0,Initial,Passed,08/10/2020 12:15:19 PM
10016.0,Initial,Failed for Other R,11/13/2020 09:00:10 AM
10022.0,Initial,Passed,08/25/2020 08:00:16 AM
11216.0,Initial,Passed,06/09/2020 01:03:00 PM
10025.0,BAIT,Bait applied,01/03/2020 11:55:01 AM
11220.0,Initial,Rat Activity,05/28/2020 08:55:00 AM
10467.0,Compliance,Passed,03/11/2020 03:40:04 PM
10468.0,Initial,Passed,07/07/2020 07:00:00 AM
10014.0,Initial,Passed,11/12/2020 08:45:45 AM
11385.0,BAIT,Bait applied,12/09/2020 10:00:16 AM
11236.0,Initial,Passed,01/06/2020 04:20:45 PM
11216.0,Compliance,Passed,11/20/2020 11:25:00 AM
10024.0,Initial,Passed,03/13/2020 01:06:00 PM
11385.0,Initial,Passed,11/06/2020 10:40:42 AM
10025.0,BAIT,Monitoring visit,12/14/2020 10:52:00 AM
10023.0,BAIT,Bait applied,02/27/2020 09:42:34 AM
11373.0,Compliance,Rat Activity,02/21/2020 12:20:57 PM
10012.0,Initial,Passed,08/25/2020 08:40:06 AM
10459.0,Initial,Passed,08/07/2020 11:04:16 AM
10028.0,Initial,Passed,07/14/2020 09:50:00 AM
11206.0,BAIT,Bait applied,07/22/2020 08:18:00 AM
10472.0,Compliance,Passed,01/07/2020 11:55:19 AM
10468.0,BAIT,Bait applied,02/19/2020 09:55:45 AM
11692.0,Initial,Failed for Other R,09/11/2020 11:47:16 AM
10029.0,Compliance,Rat Activity,11/10/2020 02:31:00 PM
10038.0,Initial,Rat Activity,07/01/2020 09:10:11 AM
